Country,Year,COW,CIRI,SPEECHLCK,ASSOCIATIONLCK,ASSEMBLYLCK,PRESSLCK,RELIGIONLCK,STRIKELCK,HABEASLCK,PUBLICTRIALLCK,FAIRTRIALLCK,TORTURELCK
Comoros,1995,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1995,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1995,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,1995,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1995,437,227,0,0,0,0,0,0,0,0,0,0
Croatia,1995,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,1995,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1995,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,1995,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,1995,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1995,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,1995,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1995,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1995,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1995,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1995,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1995,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,1995,531,272,.,.,.,.,.,.,.,.,.,.
Estonia,1995,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,1995,530,278,1,1,1,1,1,2,2,1,0,2
Fiji,1995,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1995,375,284,1,1,1,1,2,0,0,2,2,2
France,1995,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1995,481,290,1,1,0,0,1,0,0,0,0,0
Gambia,1995,420,293,0,0,0,0,0,0,0,0,0,0
Georgia,1995,372,296,2,1,1,1,2,1,2,1,0,2
Germany,1995,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1995,452,302,1,1,1,1,1,0,1,1,1,1
Greece,1995,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1995,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1995,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1995,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,1995,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,1995,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1995,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1995,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1995,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,1995,395,332,1,1,1,1,1,0,2,0,0,0
India,1995,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1995,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1995,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1995,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1995,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1995,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1995,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1995,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1995,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1995,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,1995,705,365,1,1,1,0,1,1,0,0,1,1
Kenya,1995,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1995,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1995,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1995,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,1995,703,383,1,1,1,1,1,1,0,0,0,0
Laos,1995,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,1995,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,1995,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1995,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1995,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1995,620,401,0,0,0,0,0,0,0,0,0,0
Lithuania,1995,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,1995,212,410,1,2,1,1,1,0,0,1,0,0
Macedonia,1995,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,1995,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,1995,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,1995,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1995,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1995,432,428,1,0,0,1,1,1,0,0,0,2
Malta,1995,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1995,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,1995,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1995,70,443,1,1,1,1,1,0,1,2,0,2
Moldova,1995,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,1995,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,1995,600,461,.,.,.,.,.,.,.,.,.,.
Mozambique,1995,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,1995,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,1995,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,1995,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1995,920,479,1,1,1,0,1,0,1,1,1,1
Nicaragua,1995,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1995,436,485,1,1,1,0,1,1,0,1,0,1
Nigeria,1995,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1995,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1995,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1995,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1995,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1995,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1995,150,509,2,1,1,2,1,1,2,1,2,2
Peru,1995,135,512,1,1,1,1,1,1,2,0,0,1
Philippines,1995,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1995,290,518,1,1,1,1,1,0,0,1,0,0
Portugal,1995,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1995,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1995,360,527,1,1,1,1,1,0,1,1,0,2
Russia,1995,365,530,1,2,1,2,2,0,2,1,0,2
Rwanda,1995,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1995,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1995,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1995,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1995,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1995,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1995,433,557,1,1,0,0,1,1,0,0,0,0
Yugoslavia,1995,345,563,2,2,1,1,2,1,2,0,0,2
Seychelles,1995,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,1995,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,1995,830,572,1,1,1,0,1,0,1,0,0,0
Slovak Republic,1995,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,1995,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,1995,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1995,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,1995,560,587,1,1,1,1,1,1,1,1,1,1
Spain,1995,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1995,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1995,625,599,0,0,0,0,0,0,0,0,0,0
Suriname,1995,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1995,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1995,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1995,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1995,652,614,1,0,0,1,1,0,0,0,0,0
Tajikistan,1995,702,620,1,1,1,1,1,0,0,1,1,1
Tanzania,1995,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1995,800,626,1,1,1,1,1,0,1,0,1,0
Togo,1995,461,629,1,1,0,1,1,1,1,0,1,1
Trinidad,1995,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1995,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1995,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,1995,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,1995,500,650,0,0,0,0,0,0,0,0,0,0
Ukraine,1995,369,653,1,1,1,1,1,0,1,1,0,1
UAE,1995,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1995,200,659,.,.,.,.,.,.,.,.,.,.
United States,1995,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1995,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,1995,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,1995,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1995,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1995,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,1995,679,680,.,.,.,.,.,.,.,.,.,.
Zambia,1995,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1995,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,1996,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1996,339,104,1,1,1,1,1,1,2,1,2,2
Algeria,1996,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1996,540,113,1,1,1,0,0,1,2,1,1,2
Argentina,1996,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,1996,371,122,1,1,1,0,1,0,1,1,0,1
Australia,1996,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1996,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,1996,373,131,1,1,0,2,1,1,2,1,0,0
Bahamas,1996,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1996,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1996,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,1996,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,1996,370,146,1,1,1,1,1,0,1,1,0,1
Belgium,1996,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1996,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1996,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,1996,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1996,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,1996,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,1996,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1996,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1996,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1996,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,1996,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,1996,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1996,516,185,1,0,1,1,1,1,0,1,0,1
Cambodia,1996,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,1996,471,191,1,1,1,1,2,1,0,0,2,2
Canada,1996,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1996,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,1996,482,200,1,1,1,1,1,1,0,0,0,2
Chad,1996,483,203,1,1,1,1,1,1,0,0,0,2
Chile,1996,155,206,1,1,1,1,1,0,2,0,0,2
China,1996,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1996,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,1996,581,215,1,1,1,1,0,1,0,1,0,0
Congo Kinshasa,1996,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1996,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,1996,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1996,437,227,0,0,0,0,0,0,0,0,0,0
Croatia,1996,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,1996,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1996,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,1996,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,1996,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1996,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,1996,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1996,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1996,130,260,1,1,1,0,1,0,1,1,1,0
Egypt,1996,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1996,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1996,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,1996,531,272,1,1,1,0,1,0,0,0,1,0
Estonia,1996,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,1996,530,278,1,1,1,1,1,2,2,1,0,2
Fiji,1996,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1996,375,284,1,1,1,1,2,0,0,2,2,2
France,1996,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1996,481,290,1,1,0,0,1,0,0,0,0,0
Gambia,1996,420,293,1,1,1,1,1,0,1,1,1,1
Georgia,1996,372,296,2,1,1,1,2,1,2,1,0,2
Germany,1996,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1996,452,302,1,1,1,1,1,0,1,1,1,1
Greece,1996,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1996,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1996,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1996,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,1996,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,1996,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1996,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1996,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1996,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,1996,395,332,1,1,1,1,1,0,2,0,0,0
India,1996,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1996,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1996,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1996,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1996,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1996,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1996,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1996,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1996,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1996,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,1996,705,365,1,1,1,0,0,1,1,0,0,1
Kenya,1996,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1996,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1996,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1996,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,1996,703,383,1,1,1,1,1,1,0,0,0,0
Laos,1996,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,1996,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,1996,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1996,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1996,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1996,620,401,0,0,0,0,0,0,0,0,0,0
Lithuania,1996,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,1996,212,410,1,2,1,1,1,0,0,1,0,0
Macedonia,1996,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,1996,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,1996,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,1996,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1996,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1996,432,428,1,0,0,1,1,1,0,0,0,2
Malta,1996,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1996,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,1996,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1996,70,443,1,1,1,1,1,0,1,2,0,2
Moldova,1996,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,1996,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,1996,600,461,1,1,1,0,0,1,0,0,0,0
Mozambique,1996,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,1996,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,1996,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,1996,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1996,920,479,1,1,1,0,1,0,1,1,1,1
Nicaragua,1996,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1996,436,485,1,1,1,0,1,1,0,1,0,1
Nigeria,1996,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1996,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1996,698,494,1,1,1,1,1,0,0,0,0,0
Pakistan,1996,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1996,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1996,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1996,150,509,2,1,1,2,1,1,2,1,2,2
Peru,1996,135,512,1,1,1,1,1,1,2,0,0,1
Philippines,1996,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1996,290,518,1,1,1,1,1,0,0,1,0,0
Portugal,1996,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1996,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1996,360,527,1,1,1,1,1,0,1,1,0,2
Russia,1996,365,530,1,2,1,2,2,0,2,1,0,2
Rwanda,1996,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1996,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1996,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1996,990,545,.,.,.,.,.,.,.,.,.,.
Sao Tome & Principe,1996,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1996,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1996,433,557,1,1,0,0,1,1,0,0,0,0
Yugoslavia,1996,345,563,2,2,1,1,2,1,2,0,0,2
Seychelles,1996,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,1996,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,1996,830,572,1,1,1,0,1,0,1,0,0,0
Slovak Republic,1996,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,1996,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,1996,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1996,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,1996,560,587,1,1,1,1,1,1,1,1,1,1
Spain,1996,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1996,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1996,625,599,0,0,0,0,0,0,0,0,0,0
Suriname,1996,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1996,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1996,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1996,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1996,652,614,1,0,0,1,1,0,0,0,0,0
Tajikistan,1996,702,620,1,1,1,1,1,0,0,1,1,1
Tanzania,1996,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1996,800,626,1,1,1,1,1,0,1,0,1,0
Togo,1996,461,629,1,1,0,1,1,1,1,0,1,1
Trinidad,1996,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1996,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1996,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,1996,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,1996,500,650,1,1,1,1,1,0,2,1,2,2
Ukraine,1996,369,653,1,1,1,0,1,1,2,0,0,2
UAE,1996,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1996,200,659,.,.,.,.,.,.,.,.,.,.
United States,1996,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1996,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,1996,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,1996,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1996,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1996,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,1996,679,680,0,0,0,0,0,0,1,1,0,1
Zambia,1996,551,695,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1996,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,1997,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1997,339,104,1,1,1,1,1,1,2,1,2,2
Algeria,1997,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1997,540,113,1,1,1,0,0,1,2,1,1,2
Argentina,1997,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,1997,371,122,1,1,1,0,1,0,1,1,0,1
Australia,1997,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1997,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,1997,373,131,1,1,0,2,1,1,2,1,0,0
Bahamas,1997,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1997,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1997,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,1997,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,1997,370,146,1,1,1,1,1,0,1,1,0,1
Belgium,1997,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1997,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1997,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,1997,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1997,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,1997,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,1997,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1997,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1997,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1997,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,1997,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,1997,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1997,516,185,1,0,1,1,1,1,0,1,0,1
Cambodia,1997,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,1997,471,191,1,1,1,1,2,1,0,0,2,2
Canada,1997,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1997,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,1997,482,200,1,1,1,1,1,1,0,0,0,2
Chad,1997,483,203,1,1,1,1,1,1,0,0,0,2
Chile,1997,155,206,1,1,1,1,1,0,2,0,0,2
China,1997,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1997,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,1997,581,215,1,1,1,1,0,1,0,1,0,0
Congo Kinshasa,1997,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1997,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,1997,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1997,437,227,0,0,0,0,0,0,0,0,0,0
Croatia,1997,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,1997,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1997,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,1997,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,1997,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1997,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,1997,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1997,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1997,130,260,1,1,1,0,1,0,1,1,1,0
Egypt,1997,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1997,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1997,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,1997,531,272,1,1,1,1,1,1,2,0,1,0
Estonia,1997,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,1997,530,278,1,1,1,1,1,2,2,1,0,2
Fiji,1997,950,281,1,1,1,1,1,0,1,1,1,2
Finland,1997,375,284,1,1,1,1,2,0,0,2,2,2
France,1997,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1997,481,290,1,1,0,0,1,0,0,0,0,1
Gambia,1997,420,293,1,1,1,1,1,0,1,1,1,1
Georgia,1997,372,296,2,1,1,1,2,1,2,1,0,2
Germany,1997,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1997,452,302,1,1,1,1,1,0,1,1,1,1
Greece,1997,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1997,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1997,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1997,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,1997,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,1997,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1997,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1997,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1997,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,1997,395,332,1,1,1,1,1,0,2,0,0,0
India,1997,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1997,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1997,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1997,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1997,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1997,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1997,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1997,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1997,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1997,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,1997,705,365,1,1,1,0,0,1,1,0,0,1
Kenya,1997,501,368,1,1,1,0,1,0,1,1,1,2
"Korea, North",1997,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1997,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1997,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,1997,703,383,1,1,1,1,1,1,0,0,0,0
Laos,1997,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,1997,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,1997,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1997,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1997,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1997,620,401,0,0,0,0,0,0,0,0,0,0
Liechtenstein,1997,213,404,1,1,1,1,1,0,0,0,0,0
Lithuania,1997,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,1997,212,410,1,2,1,1,1,0,0,1,0,0
Macedonia,1997,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,1997,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,1997,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,1997,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1997,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1997,432,428,1,0,0,1,1,1,0,0,0,2
Malta,1997,338,431,1,1,1,0,1,0,1,1,1,0
